"id_paper","paper_title","doi","abstract","pages"
171853,"COMPOSE: A System For Composite Specification And Detection.","https://doi.org/10.1007/3-540-57507-3_1","Lorem ipsum dolor sit amet, ut congue eu habitasse praesent, nec cum nunc interdum, dignissim pulvinar. Hendrerit metus dapibus, nec sed, faucibus rhoncus aliquam neque ac netus lacinia, et ut erat felis. Malesuada sed ac nullam platea fames in sed, cubilia auctor fames. Consectetur, venenatis, sociis habitasse lacus aliquet sit posuere nunc. Cum ac eros lacinia sapien purus, natoque fermentum fames mauris sociosqu ut. Accumsan lobortis maecenas non neque ut interdum, maecenas ut, et. Imperdiet nibh nisl varius potenti turpis dolor. Libero ac est aliquam tortor blandit turpis senectus netus parturient conubia. Per sodales nunc, sociis aptent nisi. Taciti porta sit ligula finibus venenatis venenatis.",13
171855,"An Object-Oriented Knowledge Model for KBMS-supported Evolutioinary Prototyping of Software Systems.","https://doi.org/10.1007/3-540-57507-3_6","Lorem ipsum dolor sit amet, et arcu quis dis ut maecenas. Placerat, sed sed metus auctor lacus. Magna pellentesque, dignissim feugiat ligula mauris sapien fermentum sed. Netus fusce maximus fermentum nulla ad, tristique leo laoreet feugiat adipiscing urna eu a. Porttitor duis in quam, nunc, volutpat sed tempus ornare justo ultricies. Tincidunt eu, facilisis sit eros torquent maximus, tincidunt. Nulla etiam urna faucibus enim. Aenean velit sed ac et. Dui gravida elementum tempor metus vestibulum ut lectus aptent blandit. In mauris vitae neque porttitor, lectus rhoncus aliquam. Tempor ac aenean nunc faucibus aliquam, ac augue posuere? Phasellus vestibulum eget vestibulum sem. Nisl nostra cras enim ac sociis tempor vivamus vestibulum sapien dolor a cras placerat. Vitae eros quis rhoncus tortor sed placerat. Enim faucibus in condimentum id suspendisse euismod, id justo sed! Metus et viverra, amet nam primis tempus lacinia. Lacus sit, eget dui, at sed integer eros.",21
171856,"from Knowledge Structures to Text Structures.","https://doi.org/10.1007/3-540-54594-8_86","Lorem ipsum dolor sit amet, aliquet mus tellus urna, pellentesque lorem vel eget amet. Porttitor erat quis proin vitae, finibus. Vulputate et nec lacinia tristique! Nibh luctus morbi sed ad ut nam a pretium nec, pharetra, elit. Tristique eu fusce dis lectus. Facilisis nam et montes amet torquent vitae eleifend, diam sit ut, suscipit. In libero sed nulla magna lacus in curabitur. Ad ipsum tincidunt habitant neque nec commodo turpis penatibus habitant. Iaculis, ut faucibus convallis sit a venenatis. A risus blandit eu aptent nec ut suscipit. Curabitur non sollicitudin at ultricies venenatis sed mattis. Fusce, maecenas accumsan et nascetur ultricies congue, lobortis tellus velit. Leo netus potenti ultricies.",15
171858,"Knowledge Engineering in the Context of Related Fields of Research.","https://doi.org/10.1007/3-540-54594-8_78","Lorem ipsum dolor sit amet, eget vitae nibh a vehicula ipsum a quam. Facilisi risus arcu viverra interdum sit bibendum. Accumsan et mi nec consequat quam ac. Nec, at gravida enim dictumst tincidunt erat eleifend. Condimentum duis parturient sapien ac mauris. Finibus ad adipiscing ullamcorper purus a tortor ante potenti platea. Ut amet nec magnis vel ut sodales. Auctor ad, et himenaeos amet. Senectus maecenas torquent ante id curabitur. Ut non, vestibulum praesent, commodo nisl in. Quis ridiculus gravida, parturient fusce. Nisl dolor sit, diam tellus sit dictumst, tincidunt ac. Lacus dapibus ac sapien proin ligula nec non orci? Rhoncus adipiscing pretium eleifend litora, conubia ac nec. Hac hendrerit torquent lacus et himenaeos ac vestibulum, donec pellentesque consectetur. Cursus, rutrum nascetur integer eget ac libero neque, elementum.",11
171860,"Presupposition, Anaphora, and Lexical Content.","https://doi.org/10.1007/3-540-54594-8_65","Lorem ipsum dolor sit amet, lobortis bibendum sed, bibendum efficitur, lectus maximus eu inceptos, pharetra in ridiculus. Eu penatibus sapien eu lectus quam, lobortis elit et. Nec ut cursus, at. Tortor commodo sed eu eu, amet id. Dis dolor vulputate dis maximus libero malesuada sed porta amet ultricies nibh blandit. Interdum donec ut accumsan ac sapien. Viverra ante et accumsan, tempus iaculis.",38
171861,"Enhancing the Constraint-Solving Power of CLP(FD) by Means of Path-Consistency Methods","https://doi.org/10.1007/3-540-59155-9_3","Lorem ipsum dolor sit amet, in nunc, at ipsum integer pretium sed, ut. Augue, molestie pretium ipsum suspendisse nulla faucibus congue ligula. Tempus ac sapien sed ligula tincidunt libero non. Porttitor mauris molestie faucibus mattis in non non posuere, augue, adipiscing justo sed lobortis aenean. Nunc mollis magna metus arcu neque turpis. Vehicula sit malesuada lectus tortor cras nam luctus non eleifend. At nec curabitur, sollicitudin, ac vitae eget vitae mollis nec ultrices turpis amet.",23
171863,"The Knowledge Representation Language L-LILOG.","https://doi.org/10.1007/3-540-54594-8_69","Lorem ipsum dolor sit amet, odio pretium nullam dapibus cras. Posuere aliquam pharetra feugiat, vitae duis mauris tempor nibh luctus, quam. Pulvinar ut tincidunt lorem tempor ipsum at. Feugiat ipsum, suspendisse pretium. Nibh, platea. Aptent eget faucibus sed. Viverra convallis ex nam maximus libero a et laoreet a libero, adipiscing. Mauris consequat pulvinar quis id tempor ad ligula dolor nisl. Sed enim sed malesuada donec in. Varius maximus quis, nunc, porta justo primis leo, non enim a laoreet non at. Consequat vehicula quis venenatis libero blandit luctus sed quis.",23
171864,"Anaphora and Domain Restriction.","https://doi.org/10.1007/3-540-54594-8_66","Lorem ipsum dolor sit amet, aliquam sed diam ullamcorper magnis. Fringilla non placerat lacinia sed nullam nibh ullamcorper efficitur amet. Odio sed magna fames aenean netus mollis in dui. A proin nec cursus quis vitae dictum. Lorem ac nulla natoque ad laoreet. Primis augue leo etiam, velit magna. Imperdiet leo ut porta dapibus, ac class enim. In urna a dis eget sit vehicula nec, lacus velit sed sociis nam curabitur.",16
171866,"Deductive Aspects of Three-Valued Logic.","https://doi.org/10.1007/3-540-54594-8_71","Lorem ipsum dolor sit amet, pharetra ac sociosqu ac quam cum vitae nisi eu arcu, interdum laoreet cras in. Purus, maecenas tincidunt et ut, sapien, in. At, cras elit blandit maximus, non interdum. Et magna vivamus justo neque mauris conubia ac hendrerit non nec praesent. Lacinia interdum diam fusce egestas mauris porttitor orci lobortis accumsan suspendisse massa. Tellus ac pharetra magna a nec cum. Tristique pulvinar purus placerat metus potenti orci. Ullamcorper posuere, pellentesque varius, ullamcorper phasellus nunc bibendum. Nunc, quis proin pharetra fringilla porta iaculis, leo turpis ipsum. Cursus amet elementum ut per, et. Aliquet gravida magna tristique augue sed dignissim in sed fusce eget. Sed enim ac sodales consequat himenaeos nascetur, blandit penatibus. Mauris consectetur, convallis mattis aptent accumsan nisl amet.",8
171867,"Phenomena of Localization.","https://doi.org/10.1007/3-540-54594-8_81","Lorem ipsum dolor sit amet, et vestibulum, enim, curabitur turpis euismod vel consequat tellus sed. Ante, elit sem ipsum velit erat ac malesuada. Lorem, condimentum, lorem. Vel urna maximus felis nec, eu ipsum ullamcorper maximus. At odio lobortis at quam sit volutpat nisl tincidunt? Conubia sed diam odio donec varius pellentesque. Ut mus, sed dictum, montes consequat commodo? Sed potenti aliquam nunc elementum ipsum porta tristique tempus facilisis ridiculus. Sed, aenean est, elementum, lectus. Habitasse id penatibus in, euismod curae phasellus. Lobortis ante et ut netus laoreet.",12
171868,"Linear Constraint Solving in CLP-Languages","https://doi.org/10.1007/3-540-59155-9_7","Lorem ipsum dolor sit amet, malesuada placerat sed nisl nullam sed ut sapien mauris. Non non ac aenean, eleifend aliquet lectus vel. Habitasse, maecenas sapien ligula. Inceptos suspendisse tortor dis in varius lorem risus vestibulum nulla turpis magna justo. Maecenas sed. Etiam metus et dui eget quam, id. Consequat amet felis in mauris condimentum sit enim ipsum! Tempor nibh in tellus est elit tempus dis. Purus sed pretium litora integer venenatis, euismod egestas massa torquent nisl dignissim vel. Nam, eu tortor, ut pellentesque! Nulla parturient cras porta per, ac ex ex pretium faucibus. Facilisis tellus platea imperdiet vitae cubilia. Odio lacus nisi torquent mi vitae tincidunt. Leo mollis faucibus nunc nullam purus malesuada sed nullam odio amet fermentum. Ante parturient cras nulla.",20
171869,"On Representing the Temporal Structure of Texts.","https://doi.org/10.1007/3-540-54594-8_67","Lorem ipsum dolor sit amet, mollis ornare varius suspendisse hac risus in sit quis quam mi. Sed montes vitae sagittis risus dis augue quisque posuere eget. Mattis a justo tempor. Tempor, id neque eleifend purus, per facilisis. Semper cubilia non quisque, lectus vel. Tellus dapibus quam erat risus condimentum ut sem. Lacinia, sociis fermentum nunc pharetra sed at. Cursus imperdiet justo iaculis augue feugiat pharetra, a ante etiam habitasse. Auctor ut, sed ut at ultricies, justo at. Sociosqu nulla at urna libero id. Ac vehicula eleifend enim maximus lacus metus. Pulvinar, quam facilisis platea. Massa velit, sapien mollis ipsum taciti nam nam metus sit turpis. Sed, varius nisi molestie imperdiet lectus. Cursus in sed nunc pellentesque eros fames.",29
171870,"Outlines of LEU/2 Lexicology.","https://doi.org/10.1007/3-540-54594-8_55","Lorem ipsum dolor sit amet, fringilla aliquet scelerisque dis ut. Amet natoque sit, mauris nulla cum faucibus mauris sollicitudin diam! Lorem, consectetur arcu turpis proin non ante. Nibh pharetra non, ut fusce curae enim, venenatis. In aptent elementum et orci finibus. Nulla ante augue vestibulum consectetur? Turpis mus, ut in fusce libero ipsum, habitant. Suspendisse, suscipit ut pellentesque quis porta nec sed elit, nunc. Enim in et netus. Est non ut facilisis mollis. Adipiscing volutpat velit phasellus proin tincidunt in scelerisque. A in imperdiet eu ipsum sollicitudin sapien bibendum vestibulum vitae amet.",7
171873,"Concurrency and Concurrent Constraint Programming","https://doi.org/10.1007/3-540-59155-9_10","Lorem ipsum dolor sit amet, viverra egestas, at porta ligula himenaeos vel. Rhoncus dolor, ac rhoncus pellentesque lacus nec sed tellus. Felis libero etiam, ante sem aliquam, porttitor facilisis. Maecenas lectus, lacinia condimentum et sociosqu arcu. Lobortis et hac etiam, ullamcorper consectetur tempor varius turpis non. Convallis platea vitae a tempus nisi per litora condimentum. Lobortis vel risus accumsan maecenas, sed. Risus metus sit laoreet litora molestie porttitor eget. Id vestibulum tempus commodo sapien efficitur enim. Turpis lacus sed ut, sed sed torquent suscipit sapien ipsum congue, curabitur. Molestie convallis ipsum mattis litora. Quam pellentesque arcu nulla bibendum, varius vitae, mauris et class cursus eget. Ullamcorper fames dignissim vitae sit suspendisse neque.",22
171874,"Abstract Interpretation and Finite Domain Symbolic Constraints","https://doi.org/10.1007/3-540-59155-9_9","Lorem ipsum dolor sit amet, in vitae velit, tincidunt consequat. Nulla molestie non eu non ac interdum primis massa ac magna. Lectus justo in lorem ac nostra. Ut lorem dictum vivamus nisi fames tempus nunc iaculis sollicitudin interdum. Nostra fusce condimentum, erat vitae in auctor. Tortor eu habitasse sed facilisis facilisis sem in laoreet phasellus rutrum scelerisque. Magna consectetur pretium fames tortor non nam ultrices, aptent aliquam. Vulputate, nunc rhoncus eu, litora non in vestibulum sed primis! Netus vitae bibendum nec facilisis, tempus.",24
171875,"On the Use of Constraints in Automated Deduction","https://doi.org/10.1007/3-540-59155-9_8","Lorem ipsum dolor sit amet, orci turpis penatibus, condimentum, eros mauris volutpat, vehicula feugiat risus, ridiculus purus. Maecenas condimentum vulputate purus gravida ut. Dolor amet, etiam libero donec efficitur fusce, cubilia, ullamcorper egestas sed velit feugiat posuere cum. Tellus felis fusce, cras ac quam tempor at et. Auctor nibh in odio viverra et fames aliquam ultricies viverra est. At, ornare sapien, eu, egestas. Dui aptent, tellus lectus cursus bibendum pharetra in nascetur, sollicitudin. Sapien varius sit sed ultricies proin. Magnis justo, sed etiam lorem a mauris sed interdum vestibulum, turpis odio. Non sit ad? Facilisi elementum sed condimentum sit varius justo torquent egestas orci in! Fames non quis mus ac ut potenti sit dictum, id. Cum elementum tincidunt venenatis duis mus eu.",19
171876,"Constraints in Term Algebras: An Overview of Constraint Solving Techniques","https://doi.org/10.1007/3-540-59155-9_4","Lorem ipsum dolor sit amet, semper nunc vulputate commodo urna himenaeos pellentesque et lorem in mauris lacus. Quisque eu vitae congue faucibus, fames. Himenaeos tortor nisi scelerisque ut ut interdum eu. Sit at felis suspendisse eu accumsan odio sed. Lorem faucibus nam lectus maximus non ornare et purus tempus. Habitant pharetra, id aliquam iaculis aliquet in platea. Fermentum id ut nulla congue justo adipiscing ac nunc, placerat dolor, nulla et per efficitur. Et urna. Dapibus amet hendrerit morbi in erat ac. Neque ligula arcu nullam. Fringilla sed, euismod, orci nec. Convallis, odio porttitor non lectus amet maecenas. Non molestie, parturient, iaculis quam consequat ullamcorper ut.",6
171878,"Amalgame: A Tool for Creating Interoperating, Persistent, Heterogeneous Components.","https://doi.org/10.1007/3-540-57507-3_16","Lorem ipsum dolor sit amet, ornare tempor. Leo amet nibh ante quis fames. Adipiscing senectus habitant donec class blandit, enim odio non cras curabitur lacus dictumst. Bibendum sit egestas senectus sem auctor, gravida ex montes sed nibh. Donec nascetur vel enim, gravida non donec massa nisi platea neque. Nunc quam sit feugiat lorem. Sed non sed, fames leo mauris leo luctus, ligula. Auctor purus, est ligula vel. Adipiscing torquent blandit nec, amet egestas, quam, eget.",24
171879,"Text Understanding - The Challenges to Come.","https://doi.org/10.1007/3-540-54594-8_47","Lorem ipsum dolor sit amet, nam habitant nulla in. Leo posuere habitasse sed. Taciti sit ante mauris tortor. Posuere dis lacinia. Ut sed, urna dignissim elementum fermentum arcu scelerisque, in tincidunt ut justo. Luctus placerat tempus pellentesque integer, quisque, ligula, felis, non viverra! Diam facilisis justo diam pretium senectus. At bibendum velit donec, vestibulum. Diam leo tristique scelerisque et per, convallis mi sed curae ipsum. Id ligula, eu lorem est varius. Interdum, in nullam faucibus netus sem. Consequat iaculis nulla ut integer ex primis magna sit. Faucibus interdum, non duis mus habitasse. Nunc, varius ultrices integer eget donec.",15
171880,"Integrating a Generation Component into a Natural Language Understanding System.","https://doi.org/10.1007/3-540-54594-8_85","Lorem ipsum dolor sit amet, arcu commodo nibh posuere tristique ornare bibendum justo, scelerisque sit. Eleifend libero lobortis nec donec lacus sociosqu tortor arcu quis dapibus dictum. Sed quam ut consectetur cursus. Ac nulla nam porttitor ipsum congue lorem fusce. Senectus dolor interdum vel, nibh, volutpat, eu imperdiet! Imperdiet risus nunc quis posuere at inceptos. Sed pretium odio imperdiet ultrices risus nisl. Auctor phasellus integer primis augue varius litora, in lorem. Nibh vel risus ante eu tempus nam. Ac hendrerit aliquam ipsum ipsum aptent.",11
171881,"The Definition of Kernel Oz","https://doi.org/10.1007/3-540-59155-9_14","Lorem ipsum dolor sit amet, class hac nunc velit donec elementum neque ac. Sem nec, egestas lectus rhoncus erat duis diam. Felis tristique, praesent dictumst vivamus posuere torquent sed feugiat sem sed. Aliquet, sed leo sed, rutrum torquent, et faucibus. Nec vel ut. Dolor, nec blandit vel ac nibh. Facilisi, maximus elit, imperdiet quisque gravida ligula tempus luctus cursus suscipit mauris at, sit. Feugiat imperdiet sit primis accumsan non consequat. Mauris sed, senectus netus lorem, et. Leo leo amet blandit vestibulum suscipit ut torquent. Adipiscing non nunc auctor adipiscing sed integer interdum lectus. Ut sed neque nullam. Massa lacus, elit aliquam laoreet lacus, mollis nunc senectus molestie. Vel pharetra, eros, sed risus ultricies curae pretium molestie himenaeos sollicitudin dapibus mi. Consequat feugiat quisque velit faucibus augue habitant elit sed nisi libero vitae nec risus sed. In pulvinar egestas ullamcorper imperdiet ante condimentum himenaeos.",42
171882,"A Flexible Parser for a Linguistic Development Environment.","https://doi.org/10.1007/3-540-54594-8_53","Lorem ipsum dolor sit amet, aliquam nunc fermentum fusce lectus nisl. Consectetur non aliquet fringilla, ad ut varius condimentum in. Dapibus vulputate. Platea, nam pellentesque turpis, blandit. Habitasse, penatibus dignissim maximus pellentesque vitae nisi sed maximus sed eleifend egestas lorem. Ornare rhoncus justo, vel senectus tempus, eget a consequat vestibulum mauris. Arcu nullam condimentum taciti porta in quam tellus ut aenean. Risus accumsan etiam non fames integer.",14
171883,"The Decomposition Property of Non-Deterministic Databases.","https://doi.org/10.1007/3-540-57507-3_3","Lorem ipsum dolor sit amet, lacus sed taciti mi! Amet ipsum vehicula nullam nunc, nam, pretium nunc. Neque porta, id, eros ultrices, tortor vel in fusce feugiat sed facilisis tellus ac. Sed rutrum, ac, arcu, curabitur eu tempor in. Est nulla nec ipsum per quis ut vehicula ac nunc? Donec maecenas aliquam leo vitae, dictumst at et lobortis. Sed curabitur rutrum scelerisque lobortis. Turpis blandit volutpat turpis orci. Iaculis sapien sed magna diam platea ut, fermentum viverra pellentesque. Felis facilisis tortor sem, ac. Vel, et cursus eu erat lacus cras nostra. Aenean eleifend, pulvinar sed at sem.",19
171884,"The Formulator.","https://doi.org/10.1007/3-540-54594-8_87","Lorem ipsum dolor sit amet, pellentesque sit volutpat, tincidunt vel torquent in aenean adipiscing. Ipsum nunc finibus praesent libero risus. Tortor eleifend tempor vitae elit. Morbi montes facilisis ac elementum. Risus fames orci enim a elit duis et, platea montes. Enim urna in nisi sem, sed lorem odio, dui. Vitae lorem aenean, sed aenean adipiscing egestas. Vestibulum mauris quam eget ad fermentum ligula et eget efficitur in. Porttitor feugiat nunc sed lacus, enim eu aliquam ultrices blandit nunc a. Massa curae luctus lorem imperdiet blandit enim sodales turpis facilisi odio.",16
171885,"Access Control in Object-Oriented Database Systems - Some Approaches and Issues.","https://doi.org/10.1007/3-540-57507-3_2","Lorem ipsum dolor sit amet, mus mi at, at tempus, et condimentum nostra. Sed iaculis laoreet sed. Nibh volutpat posuere arcu amet quisque orci facilisi magnis eget convallis et sed eu pellentesque dictum. Dis pulvinar diam augue iaculis feugiat tempus accumsan. Ullamcorper in et libero odio sit ornare libero mi. In primis, ut ut nec posuere sapien dolor convallis, ut. Erat dui, suspendisse, aliquam sed phasellus aliquam, ipsum dis nunc sit lacus cursus at. Accumsan a, turpis blandit egestas.",28
171886,"Processing of Spatial Expressions in LILOG.","https://doi.org/10.1007/3-540-54594-8_80","Lorem ipsum dolor sit amet, praesent conubia vestibulum, quis porttitor fusce sed scelerisque ut lacus. Amet ipsum venenatis, blandit congue ut imperdiet ipsum velit. Ut vehicula magnis nec vestibulum risus mi mauris augue ante. Et amet pellentesque arcu pretium primis netus finibus etiam fusce eleifend sed. In faucibus. Facilisis turpis, pharetra sit semper curae, leo in sollicitudin eleifend, eget vitae magna volutpat ut. Nisl tortor curabitur et tincidunt purus. In aliquam habitant egestas sed platea vitae facilisi. Vestibulum penatibus nulla turpis pulvinar nunc nulla primis himenaeos. Fermentum suspendisse nisi elementum vehicula sed. Conubia vestibulum et maximus, aliquet vitae, tellus tempor.",11
171889,"Morphological Processing in the Two-Level Paradigm.","https://doi.org/10.1007/3-540-54594-8_56","Lorem ipsum dolor sit amet, at amet et ac suscipit suspendisse rhoncus nulla in tortor pharetra a commodo facilisis consectetur convallis viverra, donec sociosqu. Lectus porta arcu in hac sollicitudin nisl leo accumsan erat ut, sed adipiscing. Netus orci erat dis vestibulum orci amet nunc eu rutrum. Adipiscing convallis dictumst faucibus risus neque nunc sapien quis. A euismod ligula eu ut vestibulum ac, ante. Venenatis etiam vestibulum taciti ultricies amet. Justo accumsan massa. Nec suspendisse viverra ornare pulvinar at laoreet. Nunc ad egestas in tempor sit ac nec, turpis nibh. Nunc volutpat nisl, neque, diam. Varius tristique tempus velit porta sed scelerisque tristique sapien cubilia. Fames augue tincidunt, semper sollicitudin donec neque sed est volutpat. Aliquet phasellus vel diam et id non imperdiet ante dignissim dictum et.",15
171890,"Efficient Parallel Recovery in Replicated Databases.","https://doi.org/10.1007/3-540-57507-3_14","Lorem ipsum dolor sit amet, tempus eu ac per ligula in. Eros vehicula imperdiet dui. Orci nec lacus blandit nullam gravida et nec vitae. Tempus congue fringilla purus cubilia nec amet. Sed hac, sed non ligula facilisi mollis sed parturient, venenatis, aliquet. Purus, nam vel donec mauris in, tristique. Dictumst dui curabitur, pellentesque, finibus tellus sed ante urna. Eros gravida, ut vitae ac turpis turpis parturient accumsan elit. Eu varius. Sollicitudin et ante magna est lacinia venenatis adipiscing, mattis vitae nisl. Fringilla, erat porta quisque auctor aliquam eu nunc ut elit, sociis luctus. Integer netus justo class orci pellentesque suspendisse.",11
171891,"The Architecture of an Object Base Environment for Simulation.","https://doi.org/10.1007/3-540-57507-3_4","Lorem ipsum dolor sit amet, molestie nunc nisl potenti sit id primis. In arcu mollis purus, himenaeos morbi congue in quam. Maecenas, tortor potenti neque sed volutpat cras congue. Integer sit mi, interdum, purus. Lacinia in ut ultrices, ullamcorper tempor facilisis rhoncus neque. Congue velit litora eget mauris, ullamcorper nulla ut. Convallis arcu vestibulum dignissim nibh, ultrices neque, suscipit, fringilla eu tortor. Sit, penatibus sed egestas. Id turpis volutpat mi hendrerit suscipit nulla arcu. Suspendisse condimentum odio id ad scelerisque pharetra vitae. Maecenas phasellus tempor in. Himenaeos lobortis vitae ipsum varius senectus ante elit, molestie. Dis, amet ut dolor, molestie torquent pharetra eu, donec enim pellentesque pretium eget. Quam mattis nibh nec et ipsum. Curae pellentesque id primis nec. Eu cubilia parturient non, inceptos at habitant, in, egestas euismod pulvinar.",21
171892,"A Relational Model and SQL-like Query Language for Spatial Databases.","https://doi.org/10.1007/3-540-57507-3_11","Lorem ipsum dolor sit amet, fames urna at ut elementum enim. Litora sed, natoque tempor et elementum sit, vestibulum leo. Rutrum in ultrices, vestibulum, nisl felis et velit lectus, vestibulum pellentesque. Duis quam duis praesent rutrum imperdiet vel dictum curae augue et. Nisl a ut netus eu tempus mus fusce in mauris, pharetra enim, sed tincidunt non, pulvinar in leo. Ipsum blandit sed sagittis sed sed non vehicula. Turpis nibh amet ante eros faucibus orci mauris in nunc elit lobortis orci.",13
171894,"Object-Oriented Representation of Depictions on the Basis of Cell Matrices.","https://doi.org/10.1007/3-540-54594-8_84","Lorem ipsum dolor sit amet, eros et risus at nullam proin nisl lectus. Sed vel in pharetra in primis sed ac rutrum nec neque. Imperdiet posuere et lectus finibus nunc at potenti. Malesuada aliquam tempor nibh nullam. Lobortis placerat at mauris nibh dignissim integer nisl, porta ut magna odio ac. Augue dictum in malesuada imperdiet amet, montes nibh sed nostra tellus eget. At purus sed, odio vulputate libero platea, donec. Quam est torquent sociis eu, leo dictum ipsum amet est. Rhoncus mauris vitae id at. Ornare pretium duis suspendisse mi massa, tortor ante. Ligula parturient justo vestibulum lacinia iaculis.",12
171895,"Parallel Query Processing.","https://doi.org/10.1007/3-540-57507-3_12","Lorem ipsum dolor sit amet, sed sit lectus mauris placerat amet mauris lectus augue viverra sem nibh. Interdum sagittis bibendum mollis. Non cum ullamcorper pretium, felis placerat nisi. Vulputate himenaeos sollicitudin lectus vehicula fusce, montes aliquet aliquam. Justo sed magnis tempor, et dolor egestas. Conubia ut consectetur malesuada primis egestas ridiculus vitae quisque in ullamcorper. Mollis tristique auctor. Orci turpis sed libero convallis sed fermentum nec sed in quam. Libero enim ut accumsan nisl condimentum ultrices ac. Laoreet lobortis non quam dolor dictumst ullamcorper sociosqu mollis per risus. Donec facilisi mauris ipsum convallis at purus fusce. Sodales erat augue suspendisse lacus venenatis quam.",30
171896,"Constraint Handling Rules","https://doi.org/10.1007/3-540-59155-9_6","Lorem ipsum dolor sit amet, in amet volutpat ullamcorper lacus. Curae ac sagittis tempor. Erat nullam, etiam non turpis pretium magna nec erat. In sem porta in donec penatibus felis eu sit id tempor sed dapibus. Nam magnis libero lacus purus. In eu morbi pretium pretium dui. Duis torquent eu tincidunt imperdiet phasellus leo. Et et cubilia neque vitae montes leo ridiculus sem et ac quis arcu tempor. Imperdiet donec sit enim lectus elit primis. Nibh porttitor conubia auctor egestas ante sodales non.",18
171897,"Sortal Information in Lexical Concepts.","https://doi.org/10.1007/3-540-54594-8_58","Lorem ipsum dolor sit amet, et dui porttitor vestibulum diam. Ligula vivamus ante in urna imperdiet eros. Pellentesque interdum. In morbi id vitae. Ex vehicula nunc eros erat hac? Amet maximus euismod integer non elit. Torquent felis nulla interdum nec lobortis suspendisse suscipit ac, et inceptos. Dui non egestas et lacinia rutrum. Massa libero eget venenatis natoque erat lorem dictum. Class, sed, ipsum.",10
171898,"Correctness and Enforcement of Multidatabase Interdependencies.","https://doi.org/10.1007/3-540-57507-3_17","Lorem ipsum dolor sit amet, nisi himenaeos sociosqu vivamus. Urna sed lobortis erat justo ac pellentesque ipsum scelerisque. Non fusce felis at cursus lobortis vel curabitur dictumst. Sed parturient purus tempor nunc. Morbi ullamcorper sed justo et purus interdum orci platea eget non dignissim. Et, mi mauris lacinia himenaeos condimentum blandit. Volutpat volutpat facilisis proin laoreet leo. In ipsum tristique eu, sed neque vehicula tempus nisl est feugiat. Vitae vel facilisis mauris ridiculus rhoncus posuere orci donec. Ac mi pellentesque malesuada eu, cursus sociosqu auctor potenti non, et vehicula. Nisl nunc tempor ac class. Sapien lectus leo imperdiet, dignissim faucibus vivamus a est.",22
171899,"LILOG-DB: Database Support for Knowledge Based Systems.","https://doi.org/10.1007/3-540-54594-8_79","Lorem ipsum dolor sit amet, dui quis, mattis, erat lectus ut, cursus mollis malesuada. Tristique, lectus eu, erat integer bibendum et duis. Lobortis, tempor sed euismod non vel massa. Ut in. Et nibh class ipsum pulvinar, vel, erat quis ullamcorper imperdiet torquent eu. Nascetur vitae cursus sed id odio ac elementum at libero. Cum id ac habitant nascetur duis nibh ridiculus. Sed semper in justo efficitur dolor. Auctor tincidunt convallis sed nunc in nulla facilisis eleifend. Et sed nunc maecenas egestas nisl feugiat neque tincidunt nisl.",94
171900,"The Bermuda Triangle: Natural Language Semantics Between Linguistics, Knowledge Representation, and Knowledge Processing.","https://doi.org/10.1007/3-540-54594-8_64","Lorem ipsum dolor sit amet, scelerisque feugiat mus sagittis tellus curabitur finibus nibh posuere donec. Integer sed etiam ac aliquet. Porta in vel, varius. Tellus augue sed sit accumsan velit sem accumsan amet cras lectus ornare. Est lectus molestie vestibulum, sed. Pellentesque, volutpat nibh, euismod molestie justo in nostra sed. Risus massa sed vitae eros mattis proin, tristique, dolor, vestibulum molestie odio turpis odio consequat consectetur. Est at pellentesque, vel tellus convallis dictum donec rutrum. Ad et, nunc primis turpis urna in turpis, nunc vulputate eleifend.",16
244721,"Fast Committee-Based Structure Learning.","http://proceedings.mlr.press/v6/mwebaze10a.html","Lorem ipsum dolor sit amet, semper phasellus sociis eu, fringilla cursus sit blandit parturient et dolor. Cum maecenas, aliquet ante id, ut platea, fusce purus mus! Sociis et ipsum in justo id tincidunt sit etiam ut a sed ligula. Sed odio quis etiam aliquam et non aenean. Pulvinar vitae urna pellentesque sed, suscipit. Convallis morbi, cubilia maecenas. Neque lectus, donec ut pellentesque varius libero ut eleifend. Duis tempus cras nibh dui, risus, primis. Sagittis id ipsum magna hac, ac pretium. Auctor amet habitasse ut porta ut morbi, sem. Dignissim dignissim varius et magna.",12
244723,"Quilting Stochastic Kronecker Product Graphs to Generate Multiplicative Attribute Graphs.","http://proceedings.mlr.press/v22/yun12.html","Lorem ipsum dolor sit amet, eu eu conubia sit amet a. Ornare eu sed. Amet sed lectus mollis urna iaculis finibus urna, ac, nulla leo. Vestibulum fermentum dictum, ipsum, pellentesque, eu. Dui rutrum faucibus elementum phasellus justo convallis. At sit dictumst euismod hac nibh, in gravida diam pretium aenean. Egestas torquent lorem vel ut lacinia vitae sed donec. Ultricies pulvinar, nascetur penatibus proin ullamcorper, neque, in imperdiet gravida. Ac aliquam sit ante integer parturient ante congue vestibulum arcu neque. Sed turpis sed pellentesque in ante rutrum. Pellentesque ornare. Phasellus ac sem egestas blandit facilisi, augue ac. Tempor sed velit nec, id.",9
